CN2017,,SITC Rev 4
2915 31 00,ex,513.72
2915 32 00,ex,513.72
2915 33 00,ex,513.72
2915 36 00,ex,513.72
2915 39 00,ex,513.72
2915 40 00,ex,513.77
2915 50 00,ex,513.77
2915 60 11,ex,513.75
2915 60 19,ex,513.75
2915 60 90,ex,513.75
2915 70 40,ex,513.76
2915 70 50,ex,513.76
2915 90 30,ex,513.77
2915 90 70,ex,513.77
2916 11 00,ex,513.79
2916 12 00,ex,513.79
2916 13 00,ex,513.73
2916 14 00,ex,513.73
2916 15 00,-,513.78
2916 16 00,ex,513.79
2916 19 10,ex,513.79
2916 19 40,ex,513.79
2916 19 95,ex,513.79
2916 20 00,ex,513.79
2916 31 00,ex,513.79
2916 32 00,ex,513.79
2916 34 00,ex,513.79
2916 39 10,ex,513.79
2916 39 90,ex,513.79
2917 11 00,ex,513.89
2917 12 00,ex,513.89
2917 13 10,ex,513.89
2917 13 90,ex,513.89
2917 14 00,-,513.81
2917 19 10,ex,513.89
2917 19 20,ex,513.89
2917 19 80,ex,513.89
2917 20 00,-,513.85
2917 32 00,-,513.83
2917 33 00,ex,513.89
2917 34 00,ex,513.89
2917 35 00,-,513.82
2917 36 00,ex,513.89
2917 37 00,-,513.84
2917 39 20,ex,513.89
2917 39 95,ex,513.89
2918 11 00,ex,513.91
2918 12 00,ex,513.91
2918 13 00,ex,513.91
2918 14 00,ex,513.91
2918 15 00,ex,513.91
2918 16 00,ex,513.92
2918 17 00,ex,513.92
2918 18 00,ex,513.92
2918 19 30,ex,513.92
2918 19 40,ex,513.92
2918 19 98,ex,513.92
2918 21 00,ex,513.93
2918 22 00,ex,513.93
2918 23 00,ex,513.93
2918 29 00,-,513.94
2918 30 00,-,513.95
2918 91 00,ex,513.96
2918 99 40,ex,513.96
2918 99 90,ex,513.96
2919 10 00,ex,516.31
2919 90 00,ex,516.31
2920 11 00,ex,516.39
2920 19 00,ex,516.39
2920 21 00,ex,516.39
2920 22 00,ex,516.39
2920 23 00,ex,516.39
2920 24 00,ex,516.39
2920 29 00,ex,516.39
2920 30 00,ex,516.39
2920 90 10,ex,516.39
2920 90 70,ex,516.39
2921 11 00,ex,514.51
2921 12 00,ex,514.51
2921 13 00,ex,514.51
2921 14 00,ex,514.51
2921 19 40,ex,514.51
2921 19 50,ex,514.51
2921 19 99,ex,514.51
2921 21 00,ex,514.52
2921 22 00,ex,514.52
2921 29 00,ex,514.52
2921 30 10,ex,514.53
2921 30 91,ex,514.53
2921 30 99,ex,514.53
2921 41 00,ex,514.54
2921 42 00,ex,514.54
2921 43 00,ex,514.54
2921 44 00,ex,514.54
2921 45 00,ex,514.54
2921 46 00,ex,514.54
2921 49 00,ex,514.54
2921 51 11,ex,514.55
2921 51 19,ex,514.55
2921 51 90,ex,514.55
2921 59 50,ex,514.55
2921 59 90,ex,514.55
2922 11 00,ex,514.61
2922 12 00,ex,514.61
2922 14 00,ex,514.61
2922 15 00,ex,514.61
2922 16 00,ex,514.61
2922 17 00,ex,514.61
2922 18 00,ex,514.61
2922 19 00,ex,514.61
2922 21 00,ex,514.62
2922 29 00,ex,514.62
2922 31 00,ex,514.63
2922 39 00,ex,514.63
2922 41 00,ex,514.64
2922 42 00,ex,514.64
2922 43 00,ex,514.65
2922 44 00,ex,514.65
2922 49 20,ex,514.65
2922 49 85,ex,514.65
2922 50 00,-,514.67
2923 10 00,ex,514.81
2923 20 00,ex,514.81
2923 30 00,ex,514.81
2923 40 00,ex,514.81
2923 90 00,ex,514.81
2924 11 00,ex,514.71
2924 12 00,ex,514.71
2924 19 00,ex,514.71
2924 21 00,-,514.73
2924 23 00,ex,514.79
2924 24 00,ex,514.79
2924 25 00,ex,514.79
2924 29 10,ex,514.79
2924 29 70,ex,514.79
2925 11 00,ex,514.82
2925 12 00,ex,514.82
2925 19 20,ex,514.82
2925 19 95,ex,514.82
2925 21 00,ex,514.82
2925 29 00,ex,514.82
2926 10 00,-,514.83
2926 20 00,ex,514.84
2926 30 00,ex,514.84
2926 40 00,ex,514.84
2926 90 20,ex,514.84
2926 90 70,ex,514.84
2927 00 00,-,514.85
2928 00 10,ex,514.86
2928 00 90,ex,514.86
2929 10 00,ex,514.89
2929 90 00,ex,514.89
2930 20 00,-,515.42
2930 30 00,-,515.43
2930 40 10,ex,515.44
2930 40 90,ex,515.44
2930 60 00,ex,515.49
2930 70 00,ex,515.49
2930 80 00,ex,515.49
2930 90 13,ex,515.49
2930 90 16,ex,515.49
2930 90 30,ex,515.49
2930 90 40,ex,515.49
2930 90 50,ex,515.49
2930 90 98,ex,515.49
2931 10 00,ex,515.50
2931 20 00,ex,515.50
2931 31 00,ex,515.50
2931 32 00,ex,515.50
2931 33 00,ex,515.50
2931 34 00,ex,515.50
2931 35 00,ex,515.50
2931 36 00,ex,515.50
2931 37 00,ex,515.50
2931 38 00,ex,515.50
2931 39 20,ex,515.50
2931 39 30,ex,515.50
2931 39 50,ex,515.50
2931 39 60,ex,515.50
2931 39 90,ex,515.50
2931 90 00,ex,515.50
2932 11 00,ex,515.69
2932 12 00,ex,515.69
2932 13 00,ex,515.69
2932 14 00,ex,515.69
2932 19 00,ex,515.69
2932 20 10,ex,515.63
2932 20 20,ex,515.63
2932 20 90,ex,515.63
2932 91 00,ex,515.69
2932 92 00,ex,515.69
2932 93 00,ex,515.69
2932 94 00,ex,515.69
2932 95 00,ex,515.69
2932 99 00,ex,515.69
2933 11 10,ex,515.71
2933 11 90,ex,515.71
2933 19 10,ex,515.71
2933 19 90,ex,515.71
2933 21 00,-,515.72
2933 29 10,ex,515.73
2933 29 90,ex,515.73
2933 31 00,ex,515.74
2933 32 00,ex,515.74
2933 33 00,ex,515.74
2933 39 10,ex,515.74
2933 39 20,ex,515.74
2933 39 25,ex,515.74
2933 39 35,ex,515.74
2933 39 40,ex,515.74
2933 39 45,ex,515.74
2933 39 50,ex,515.74
2933 39 55,ex,515.74
2933 39 99,ex,515.74
2933 41 00,ex,515.75
2933 49 10,ex,515.75
2933 49 30,ex,515.75
2933 49 90,ex,515.75
2933 52 00,ex,515.76
2933 53 10,ex,515.76
2933 53 90,ex,515.76
2933 54 00,ex,515.76
2933 55 00,ex,515.76
2933 59 10,ex,515.76
2933 59 20,ex,515.76
2933 59 95,ex,515.76
2933 61 00,ex,515.76
2933 69 10,ex,515.76
2933 69 40,ex,515.76
2933 69 80,ex,515.76
2933 71 00,ex,515.61
2933 72 00,ex,515.61
2933 79 00,ex,515.61
2933 91 10,ex,515.77
2933 91 90,ex,515.77
2933 92 00,ex,515.77
2933 99 20,ex,515.77
2933 99 50,ex,515.77
2933 99 80,ex,515.77
2934 10 00,ex,515.79
2934 20 20,ex,515.79
2934 20 80,ex,515.79
2934 30 10,ex,515.78
2934 30 90,ex,515.78
2934 91 00,ex,515.79
2934 99 60,ex,515.79
2934 99 90,ex,515.79
2935 10 00,ex,515.80
2935 20 00,ex,515.80
2935 30 00,ex,515.80
2935 40 00,ex,515.80
2935 50 00,ex,515.80
2935 90 30,ex,515.80
2935 90 90,ex,515.80
2936 21 00,-,541.12
2936 22 00,ex,541.13
2936 23 00,ex,541.13
2936 24 00,ex,541.13
2936 25 00,ex,541.13
2936 26 00,ex,541.13
2936 27 00,-,541.14
2936 28 00,-,541.15
2936 29 00,-,541.16
2936 90 00,-,541.17
2937 11 00,ex,541.54
2937 12 00,ex,541.54
2937 19 00,ex,541.54
2937 21 00,ex,541.53
2937 22 00,ex,541.53
2937 23 00,ex,541.53
2937 29 00,ex,541.53
2937 50 00,-,541.56
2937 90 00,-,541.59
2938 10 00,ex,541.61
2938 90 10,ex,541.61
2938 90 30,ex,541.61
2938 90 90,ex,541.61
2939 11 00,ex,541.41
2939 19 00,ex,541.41
2939 20 00,-,541.42
2939 30 00,-,541.43
2939 41 00,ex,541.44
2939 42 00,ex,541.44
2939 43 00,ex,541.44
2939 44 00,ex,541.44
2939 49 00,ex,541.44
2939 51 00,ex,541.45
2939 59 00,ex,541.45
2939 61 00,ex,541.46
2939 62 00,ex,541.46
2939 63 00,ex,541.46
2939 69 00,ex,541.46
2939 71 00,ex,541.49
2939 79 00,ex,541.49
2939 80 00,ex,515.79
2940 00 00,-,516.92
2941 10 00,-,541.31
2941 20 30,ex,541.32
2941 20 80,ex,541.32
2941 30 00,-,541.33
2941 40 00,ex,541.39
2941 50 00,ex,541.39
2941 90 00,ex,541.39
2942 00 00,-,516.99
3001 20 10,ex,541.62
3001 20 90,ex,541.62
3001 90 20,ex,541.62
3001 90 91,ex,541.62
3001 90 98,ex,541.62
3002 11 00,ex,541.63
3002 12 00,ex,541.63
3002 13 00,ex,541.63
3002 14 00,ex,541.63
3002 15 00,ex,541.63
3002 19 00,ex,541.63
3002 20 00,ex,541.63
3002 30 00,ex,541.63
3002 90 10,ex,541.64
3002 90 30,ex,541.64
3002 90 50,ex,541.64
3002 90 90,ex,541.64
3003 10 00,-,542.11
3003 20 00,-,542.12
3003 31 00,-,542.21
3003 39 00,-,542.22
3003 41 00,ex,542.31
3003 42 00,ex,542.31
3003 43 00,ex,542.31
3003 49 00,ex,542.31
3003 60 00,ex,542.91
3003 90 00,ex,542.91
3004 10 00,-,542.13
3004 20 00,-,542.19
3004 31 00,-,542.23
3004 32 00,-,542.24
3004 39 00,-,542.29
3004 41 00,ex,542.32
3004 42 00,ex,542.32
3004 43 00,ex,542.32
3004 49 00,ex,542.32
3004 50 00,-,542.92
3004 60 00,ex,542.93
3004 90 00,ex,542.93
3005 10 00,ex,541.91
3005 90 10,ex,541.91
3005 90 31,ex,541.91
3005 90 50,ex,541.91
3005 90 99,ex,541.91
3006 10 10,ex,541.99
3006 10 30,ex,541.99
3006 10 90,ex,541.99
3006 20 00,-,541.92
3006 30 00,-,541.93
3006 40 00,ex,541.99
3006 50 00,ex,541.99
3006 60 00,ex,541.99
3006 70 00,ex,541.99
3006 91 00,ex,541.99
3006 92 00,ex,541.99
3101 00 00,-,272.10
3102 10 10,ex,562.16
3102 10 90,ex,562.16
3102 21 00,-,562.13
3102 29 00,-,562.12
3102 30 10,ex,562.11
3102 30 90,ex,562.11
3102 40 10,ex,562.19
3102 40 90,ex,562.19
3102 50 00,-,272.20
3102 60 00,-,562.14
3102 80 00,-,562.17
3102 90 00,ex,562.19
3103 11 00,ex,562.22
3103 19 00,ex,562.22
3103 90 00,-,562.29
3104 20 10,ex,562.31
3104 20 50,ex,562.31
3104 20 90,ex,562.31
3104 30 00,-,562.32
3104 90 00,-,562.39
3105 10 00,-,562.96
3105 20 10,ex,562.91
3105 20 90,ex,562.91
3105 30 00,-,562.93
3105 40 00,-,562.94
3105 51 00,ex,562.95
3105 59 00,ex,562.95
3105 60 00,-,562.92
3105 90 20,ex,562.99
3105 90 80,ex,562.99
3201 10 00,ex,532.21
3201 20 00,ex,532.21
3201 90 20,ex,532.21
3201 90 90,ex,532.21
3202 10 00,-,532.31
3202 90 00,-,532.32
3203 00 10,ex,532.22
3203 00 90,ex,532.22
3204 11 00,-,531.11
3204 12 00,-,531.12
3204 13 00,-,531.13
3204 14 00,-,531.14
3204 15 00,-,531.15
3204 16 00,-,531.16
3204 17 00,-,531.17
3204 19 00,-,531.19
3204 20 00,ex,531.21
3204 90 00,ex,531.21
3205 00 00,-,531.22
3206 11 00,ex,533.11
3206 19 00,ex,533.11
3206 20 00,-,533.12
3206 41 00,-,533.14
3206 42 00,-,533.15
3206 49 10,ex,533.17
3206 49 70,ex,533.17
3206 50 00,-,533.18
3207 10 00,ex,533.51
3207 20 10,ex,533.51
3207 20 90,ex,533.51
3207 30 00,ex,533.51
3207 40 40,ex,533.51
3207 40 85,ex,533.51
3208 10 10,ex,533.42
3208 10 90,ex,533.42
3208 20 10,ex,533.42
3208 20 90,ex,533.42
3208 90 11,ex,533.42
3208 90 13,ex,533.42
3208 90 19,ex,533.42
3208 90 91,ex,533.42
3208 90 99,ex,533.42
3209 10 00,ex,533.41
3209 90 00,ex,533.41
3210 00 10,ex,533.43
3210 00 90,ex,533.43
3211 00 00,-,533.53
3212 10 00,ex,533.44
3212 90 00,ex,533.44
3213 10 00,ex,533.52
3213 90 00,ex,533.52
3214 10 10,ex,533.54
3214 10 90,ex,533.54
3214 90 00,ex,533.54
3215 11 10,ex,533.21
3215 11 90,ex,533.21
3215 19 10,ex,533.29
3215 19 90,ex,533.29
3215 90 20,ex,895.91
3215 90 70,ex,895.91
3301 12 10,ex,551.31
3301 12 90,ex,551.31
3301 13 10,ex,551.31
3301 13 90,ex,551.31
3301 19 20,ex,551.31
3301 19 80,ex,551.31
3301 24 10,ex,551.32
3301 24 90,ex,551.32
3301 25 10,ex,551.32
3301 25 90,ex,551.32
3301 29 11,ex,551.32
3301 29 31,ex,551.32
3301 29 41,ex,551.32
3301 29 71,ex,551.32
3301 29 79,ex,551.32
3301 29 91,ex,551.32
3301 30 00,-,551.33
3301 90 10,ex,551.35
3301 90 21,ex,551.35
3301 90 30,ex,551.35
3301 90 90,ex,551.35
3302 10 10,ex,551.41
3302 10 21,ex,551.41
3302 10 29,ex,551.41
3302 10 40,ex,551.41
3302 10 90,ex,551.41
3302 90 10,ex,551.49
3302 90 90,ex,551.49
3303 00 10,ex,553.10
3303 00 90,ex,553.10
3304 10 00,ex,553.20
3304 20 00,ex,553.20
3304 30 00,ex,553.20
3304 91 00,ex,553.20
3304 99 00,ex,553.20
3305 10 00,ex,553.30
3305 20 00,ex,553.30
3305 30 00,ex,553.30
3305 90 00,ex,553.30
3306 10 00,ex,553.40
3306 20 00,ex,553.40
3306 90 00,ex,553.40
3307 10 00,-,553.51
3307 20 00,-,553.52
3307 30 00,-,553.53
3307 41 00,ex,553.54
3307 49 00,ex,553.54
3307 90 00,-,553.59
3401 11 00,-,554.11
3401 19 00,-,554.15
3401 20 10,ex,554.19
3401 20 90,ex,554.19
3401 30 00,ex,554.22
3402 11 10,ex,554.21
3402 11 90,ex,554.21
3402 12 00,ex,554.21
3402 13 00,ex,554.21
3402 19 00,ex,554.21
3402 20 20,ex,554.22
3402 20 90,ex,554.22
3402 90 10,ex,554.23
3402 90 90,ex,554.23
3403 11 00,-,597.71
3403 19 10,ex,597.72
3403 19 20,ex,597.72
3403 19 80,ex,597.72
3403 91 00,-,597.73
3403 99 00,-,597.74
3404 20 00,-,598.35
3404 90 00,-,598.39
3405 10 00,-,554.31
3405 20 00,-,554.32
3405 30 00,-,554.33
3405 40 00,-,554.34
3405 90 10,ex,554.35
3405 90 90,ex,554.35
3406 00 00,-,899.31
3407 00 00,-,598.95
3501 10 10,ex,592.21
3501 10 50,ex,592.21
3501 10 90,ex,592.21
3501 90 10,ex,592.22
3501 90 90,ex,592.22
3502 11 10,ex,025.30
3502 11 90,ex,025.30
3502 19 10,ex,025.30
3502 19 90,ex,025.30
3502 20 10,ex,592.23
3502 20 91,ex,592.23
3502 20 99,ex,592.23
3502 90 20,ex,592.23
3502 90 70,ex,592.23
3502 90 90,ex,592.23
3503 00 10,ex,592.24
3503 00 80,ex,592.24
3504 00 10,ex,592.25
3504 00 90,ex,592.25
3505 10 10,ex,592.26
3505 10 50,ex,592.26
3505 10 90,ex,592.26
3505 20 10,ex,592.27
3505 20 30,ex,592.27
3505 20 50,ex,592.27
3505 20 90,ex,592.27
3506 10 00,ex,592.29
3506 91 10,ex,592.29
3506 91 90,ex,592.29
3506 99 00,ex,592.29
3507 10 00,ex,516.91
3507 90 30,ex,516.91
3507 90 90,ex,516.91
3601 00 00,-,593.11
3602 00 00,-,593.12
3603 00 10,ex,593.20
3603 00 90,ex,593.20
3604 10 00,-,593.31
3604 90 00,-,593.33
3605 00 00,-,899.32
3606 10 00,-,899.34
3606 90 10,ex,899.39
3606 90 90,ex,899.39
3701 10 00,ex,882.20
3701 20 00,ex,882.20
3701 30 00,ex,882.20
3701 91 00,ex,882.20
3701 99 00,ex,882.20
3702 10 00,ex,882.30
3702 31 91,ex,882.30
3702 31 97,ex,882.30
3702 32 10,ex,882.30
3702 32 20,ex,882.30
3702 32 85,ex,882.30
3702 39 00,ex,882.30
3702 41 00,ex,882.30
3702 42 00,ex,882.30
3702 43 00,ex,882.30
3702 44 00,ex,882.30
3702 52 00,ex,882.30
3702 53 00,ex,882.30
3702 54 00,ex,882.30
3702 55 00,ex,882.30
3702 56 00,ex,882.30
3702 96 10,ex,882.30
3702 96 90,ex,882.30
3702 97 10,ex,882.30
3702 97 90,ex,882.30
3702 98 00,ex,882.30
3703 10 00,ex,882.40
3703 20 00,ex,882.40
3703 90 00,ex,882.40
3704 00 10,ex,882.50
3704 00 90,ex,882.50
3705 00 10,ex,882.60
3705 00 90,ex,882.60
3706 10 20,ex,883.10
3706 10 99,ex,883.10
3706 90 52,ex,883.90
3706 90 91,ex,883.90
3706 90 99,ex,883.90
3707 10 00,ex,882.10
3707 90 21,ex,882.10
3707 90 29,ex,882.10
3707 90 90,ex,882.10
3801 10 00,ex,598.61
3801 20 10,ex,598.61
3801 20 90,ex,598.61
3801 30 00,ex,598.61
3801 90 00,ex,598.61
3802 10 00,-,598.64
3802 90 00,-,598.65
3803 00 10,ex,598.11
3803 00 90,ex,598.11
3804 00 00,-,598.12
3805 10 10,ex,598.13
3805 10 30,ex,598.13
3805 10 90,ex,598.13
3805 90 10,ex,598.13
3805 90 90,ex,598.13
3806 10 00,ex,598.14
3806 20 00,ex,598.14
3806 30 00,ex,598.14
3806 90 00,ex,598.14
3807 00 10,ex,598.18
3807 00 90,ex,598.18
3808 52 00,ex,591.10
3808 59 00,ex,591.90
3808 61 00,ex,591.10
3808 62 00,ex,591.10
3808 69 00,ex,591.10
3808 91 10,ex,591.10
3808 91 20,ex,591.10
3808 91 30,ex,591.10
3808 91 40,ex,591.10
3808 91 90,ex,591.10
3808 92 10,ex,591.20
3808 92 20,ex,591.20
3808 92 30,ex,591.20
3808 92 40,ex,591.20
3808 92 50,ex,591.20
3808 92 60,ex,591.20
3808 92 90,ex,591.20
3808 93 11,ex,591.30
3808 93 13,ex,591.30
3808 93 15,ex,591.30
3808 93 17,ex,591.30
3808 93 21,ex,591.30
3808 93 23,ex,591.30
3808 93 27,ex,591.30
3808 93 30,ex,591.30
3808 93 90,ex,591.30
3808 94 10,ex,591.40
3808 94 20,ex,591.40
3808 94 90,ex,591.40
3808 99 10,ex,591.90
3808 99 90,ex,591.90
3809 10 10,ex,598.91
3809 10 30,ex,598.91
3809 10 50,ex,598.91
3809 10 90,ex,598.91
3809 91 00,ex,598.91
3809 92 00,ex,598.91
3809 93 00,ex,598.91
3810 10 00,ex,598.96
3810 90 10,ex,598.96
3810 90 90,ex,598.96
3811 11 10,ex,597.21
3811 11 90,ex,597.21
3811 19 00,ex,597.21
3811 21 00,ex,597.25
3811 29 00,ex,597.25
3811 90 00,-,597.29
3812 10 00,-,598.63
3812 20 10,ex,598.93
3812 20 90,ex,598.93
3812 31 00,ex,598.93
3812 39 10,ex,598.93
3812 39 90,ex,598.93
3813 00 00,-,598.94
3814 00 10,ex,533.55
3814 00 90,ex,533.55
3815 11 00,-,598.81
3815 12 00,-,598.83
3815 19 10,ex,598.85
3815 19 90,ex,598.85
3815 90 10,ex,598.89
3815 90 90,ex,598.89
3816 00 00,-,662.33
3817 00 50,ex,598.40
3817 00 80,ex,598.40
3818 00 10,ex,598.50
3818 00 90,ex,598.50
3819 00 00,-,597.31
3820 00 00,-,597.33
3821 00 00,-,598.67
3822 00 00,-,598.69
3823 11 00,ex,512.18
3823 12 00,ex,512.18
3823 13 00,ex,512.18
3823 19 10,ex,512.18
3823 19 30,ex,512.18
3823 19 90,ex,512.18
3823 70 00,-,512.17
3824 10 00,ex,598.99
3824 30 00,ex,598.99
3824 40 00,-,598.97
3824 50 10,ex,598.98
3824 50 90,ex,598.98
3824 60 11,ex,598.99
3824 60 19,ex,598.99
3824 60 91,ex,598.99
3824 60 99,ex,598.99
3824 71 00,ex,598.99
3824 72 00,ex,598.99
3824 73 00,ex,598.99
3824 74 00,ex,598.99
3824 75 00,ex,598.99
3824 76 00,ex,598.99
3824 77 00,ex,598.99
3824 78 10,ex,598.99
3824 78 20,ex,598.99
3824 78 30,ex,598.99
3824 78 40,ex,598.99
3824 78 80,ex,598.99
3824 78 90,ex,598.99
3824 79 00,ex,598.99
3824 81 00,ex,598.99
3824 82 00,ex,598.99
3824 83 00,ex,598.99
3824 84 00,ex,598.99
3824 85 00,ex,598.99
3824 86 00,ex,598.99
3824 87 00,ex,598.99
3824 88 00,ex,598.99
3824 91 00,ex,598.99
3824 99 10,ex,598.99
3824 99 15,ex,598.99
3824 99 20,ex,598.99
3824 99 25,ex,598.99
3824 99 30,ex,598.99
3824 99 45,ex,598.99
3824 99 50,ex,598.99
3824 99 55,ex,598.99
3824 99 58,ex,598.99
3824 99 61,ex,598.99
3824 99 62,ex,598.99
3824 99 64,ex,598.99
3824 99 65,ex,598.99
3824 99 70,ex,598.99
3824 99 75,ex,598.99
3824 99 80,ex,598.99
3824 99 85,ex,598.99
3824 99 86,ex,598.99
3824 99 92,ex,598.99
3824 99 93,ex,598.99
3824 99 96,ex,598.99
3825 10 00,ex,599.10
3825 20 00,ex,599.10
3825 30 00,-,599.20
3825 41 00,ex,599.30
3825 49 00,ex,599.30
3825 50 00,-,599.40
3825 61 00,ex,599.90
3825 69 00,ex,599.90
3825 90 10,ex,599.90
3825 90 90,ex,599.90
3826 00 10,ex,598.99
3826 00 90,ex,598.99
3901 10 10,ex,571.11
3901 10 90,ex,571.11
3901 20 10,ex,571.12
3901 20 90,ex,571.12
3901 30 00,-,571.20
3901 40 00,ex,571.90
3901 90 30,ex,571.90
3901 90 80,ex,571.90
3902 10 00,-,575.11
3902 20 00,-,575.12
3902 30 00,-,575.13
3902 90 10,ex,575.19
3902 90 20,ex,575.19
3902 90 90,ex,575.19
3903 11 00,-,572.11
3903 19 00,-,572.19
3903 20 00,-,572.91
3903 30 00,-,572.92
3903 90 10,ex,572.99
3903 90 20,ex,572.99
3903 90 90,ex,572.99
3904 10 00,-,573.11
3904 21 00,-,573.12
3904 22 00,-,573.13
3904 30 00,-,573.91
3904 40 00,-,573.92
3904 50 10,ex,573.93
3904 50 90,ex,573.93
3904 61 00,ex,573.94
3904 69 10,ex,573.94
3904 69 20,ex,573.94
3904 69 80,ex,573.94
3904 90 00,-,573.99
3905 12 00,ex,575.91
3905 19 00,ex,575.91
3905 21 00,ex,575.91
3905 29 00,ex,575.91
3905 30 00,ex,575.92
3905 91 00,ex,575.92
3905 99 10,ex,575.92
3905 99 90,ex,575.92
3906 10 00,-,575.21
3906 90 10,ex,575.29
3906 90 20,ex,575.29
3906 90 30,ex,575.29
3906 90 40,ex,575.29
3906 90 50,ex,575.29
3906 90 60,ex,575.29
3906 90 90,ex,575.29
3907 10 00,-,574.11
3907 20 11,ex,574.19
3907 20 20,ex,574.19
3907 20 91,ex,574.19
3907 20 99,ex,574.19
3907 30 00,-,574.20
3907 40 00,-,574.31
3907 50 00,-,574.32
3907 61 00,ex,574.33
3907 69 00,ex,574.33
3907 70 00,ex,574.39
3907 91 10,ex,574.34
3907 91 90,ex,574.34
3907 99 05,ex,574.39
3907 99 10,ex,574.39
3907 99 80,ex,574.39
3908 10 00,-,575.31
3908 90 00,-,575.39
3909 10 00,-,575.41
3909 20 00,-,575.42
3909 31 00,ex,575.43
3909 39 00,ex,575.43
3909 40 00,-,575.44
3909 50 10,ex,575.45
3909 50 90,ex,575.45
3910 00 00,-,575.93
3911 10 00,ex,575.96
3911 90 11,ex,575.96
3911 90 13,ex,575.96
3911 90 19,ex,575.96
3911 90 92,ex,575.96
3911 90 99,ex,575.96
3912 11 00,-,575.51
3912 12 00,-,575.52
3912 20 11,ex,575.53
3912 20 19,ex,575.53
3912 20 90,ex,575.53
3912 31 00,ex,575.54
3912 39 20,ex,575.54
3912 39 85,ex,575.54
3912 90 10,ex,575.59
3912 90 90,ex,575.59
3913 10 00,-,575.94
3913 90 00,-,575.95
3914 00 00,-,575.97
3915 10 00,-,579.10
3915 20 00,-,579.20
3915 30 00,-,579.30
3915 90 11,ex,579.90
3915 90 80,ex,579.90
3916 10 00,-,583.10
3916 20 00,-,583.20
3916 90 10,ex,583.90
3916 90 50,ex,583.90
3916 90 90,ex,583.90
3917 10 10,ex,581.10
3917 10 90,ex,581.10
3917 21 10,ex,581.20
3917 21 90,ex,581.20
3917 22 10,ex,581.20
3917 22 90,ex,581.20
3917 23 10,ex,581.20
3917 23 90,ex,581.20
3917 29 00,ex,581.20
3917 31 00,-,581.30
3917 32 00,-,581.40
3917 33 00,-,581.50
3917 39 00,-,581.60
3917 40 00,-,581.70
3918 10 10,ex,893.31
3918 10 90,ex,893.31
3918 90 00,ex,893.31
3919 10 12,ex,582.11
3919 10 15,ex,582.11
3919 10 19,ex,582.11
3919 10 80,ex,582.11
3919 90 20,ex,582.19
3919 90 80,ex,582.19
3920 10 23,ex,582.21
3920 10 24,ex,582.21
3920 10 25,ex,582.21
3920 10 28,ex,582.21
3920 10 40,ex,582.21
3920 10 81,ex,582.21
3920 10 89,ex,582.21
3920 20 21,ex,582.22
3920 20 29,ex,582.22
3920 20 80,ex,582.22
3920 30 00,-,582.23
3920 43 10,ex,582.24
3920 43 90,ex,582.24
3920 49 10,ex,582.24
3920 49 90,ex,582.24
3920 51 00,ex,582.25
3920 59 10,ex,582.25
3920 59 90,ex,582.25
3920 61 00,ex,582.26
3920 62 12,ex,582.26
3920 62 19,ex,582.26
3920 62 90,ex,582.26
3920 63 00,ex,582.26
3920 69 00,ex,582.26
3920 71 00,ex,582.28
3920 73 10,ex,582.28
3920 73 80,ex,582.28
3920 79 10,ex,582.28
3920 79 90,ex,582.28
3920 91 00,ex,582.29
3920 92 00,ex,582.29
3920 93 00,ex,582.29
3920 94 00,ex,582.29
3920 99 21,ex,582.29
3920 99 28,ex,582.29
3920 99 52,ex,582.29
3920 99 53,ex,582.29
3920 99 59,ex,582.29
3920 99 90,ex,582.29
3921 11 00,ex,582.91
3921 12 00,ex,582.91
3921 13 10,ex,582.91
3921 13 90,ex,582.91
3921 14 00,ex,582.91
3921 19 00,ex,582.91
3921 90 10,ex,582.99
3921 90 30,ex,582.99
3921 90 41,ex,582.99
3921 90 43,ex,582.99
3921 90 49,ex,582.99
3921 90 55,ex,582.99
3921 90 60,ex,582.99
3921 90 90,ex,582.99
3922 10 00,ex,893.21
3922 20 00,ex,893.21
3922 90 00,ex,893.21
3923 10 10,ex,893.19
3923 10 90,ex,893.19
3923 21 00,ex,893.11
3923 29 10,ex,893.11
3923 29 90,ex,893.11
3923 30 10,ex,893.19
3923 30 90,ex,893.19
3923 40 10,ex,893.19
3923 40 90,ex,893.19
3923 50 10,ex,893.19
3923 50 90,ex,893.19
3923 90 00,ex,893.19
3924 10 00,ex,893.32
3924 90 00,ex,893.32
3925 10 00,ex,893.29
3925 20 00,ex,893.29
3925 30 00,ex,893.29
3925 90 10,ex,893.29
3925 90 20,ex,893.29
3925 90 80,ex,893.29
3926 10 00,-,893.94
3926 20 00,-,848.21
3926 30 00,-,893.95
3926 40 00,ex,893.99
3926 90 50,ex,893.99
3926 90 92,ex,893.99
3926 90 97,ex,893.99
4001 10 00,-,231.10
4001 21 00,-,231.21
4001 22 00,-,231.25
4001 29 00,-,231.29
4001 30 00,-,231.30
4002 11 00,ex,232.11
4002 19 10,ex,232.11
4002 19 20,ex,232.11
4002 19 30,ex,232.11
4002 19 90,ex,232.11
4002 20 00,-,232.12
4002 31 00,ex,232.13
4002 39 00,ex,232.13
4002 41 00,ex,232.14
4002 49 00,ex,232.14
4002 51 00,ex,232.15
4002 59 00,ex,232.15
4002 60 00,-,232.16
4002 70 00,-,232.17
4002 80 00,-,232.18
4002 91 00,ex,232.19
4002 99 10,ex,232.19
4002 99 90,ex,232.19
